#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Season
15,Tom Burleson,SEA,9,364.0,186,78,152,0.513,-,-,-,30,40,0.75,30,66,96,13,7,18,-,29,1974-1975
16,Rudy Tomjanovich,HOU,8,304.0,184,72,128,0.563,-,-,-,40,48,0.833,22,42,64,23,1,4,-,17,1974-1975
17,Wes Unseld,WAS,17,734.0,182,71,130,0.546,-,-,-,40,61,0.656,65,211,276,64,15,20,-,39,1974-1975
18,Nick Weatherspoon,WAS,17,404.0,175,70,136,0.515,-,-,-,35,43,0.814,25,56,81,16,14,2,-,56,1974-1975
19,Jerry Sloan,CHI,13,470.0,170,75,163,0.46,-,-,-,20,36,0.556,24,72,96,26,20,0,-,46,1974-1975
20,Don Nelson,BOS,11,274.0,169,66,117,0.564,-,-,-,37,41,0.902,18,27,45,26,2,2,-,36,1974-1975
21,Fred Brown,SEA,8,240.0,165,69,139,0.496,-,-,-,27,32,0.844,12,24,36,23,17,1,-,19,1974-1975
22,Butch Beard,GSW,17,448.0,154,60,146,0.411,-,-,-,34,53,0.642,23,49,72,53,24,2,-,64,1974-1975
23,Spencer Haywood,SEA,9,337.0,141,47,131,0.359,-,-,-,47,61,0.77,20,61,81,18,7,11,-,29,1974-1975
24,Jeff Mullins,GSW,17,313.0,138,60,123,0.488,-,-,-,18,31,0.581,16,19,35,29,10,1,-,43,1974-1975
25,Mike Riordan,WAS,17,378.0,134,60,151,0.397,-,-,-,14,18,0.778,12,29,41,27,16,2,-,49,1974-1975
26,Mike Newlin,HOU,8,299.0,130,52,107,0.486,-,-,-,26,29,0.897,11,22,33,45,12,0,-,25,1974-1975
27,Randy Smith,BUF,7,286.0,126,50,105,0.476,-,-,-,26,30,0.867,8,22,30,49,18,1,-,23,1974-1975
28,Tiny Archibald,KCK,6,242.0,121,43,118,0.364,-,-,-,35,43,0.814,2,9,11,32,4,0,-,18,1974-1975
29,Don Chaney,BOS,11,294.0,119,48,105,0.457,-,-,-,23,29,0.793,24,14,38,21,21,5,-,46,1974-1975
30,Tom Boerwinkle,CHI,13,377.0,106,43,98,0.439,-,-,-,20,25,0.8,56,109,165,55,4,10,-,48,1974-1975
31,Clifford Ray,GSW,17,495.0,104,36,69,0.522,-,-,-,32,53,0.604,55,111,166,38,14,21,-,60,1974-1975
32,Derrek Dickey,GSW,15,257.0,103,47,78,0.603,-,-,-,9,16,0.563,20,53,73,11,8,0,-,28,1974-1975
33,Phil Smith,GSW,16,235.0,103,39,104,0.375,-,-,-,25,40,0.625,7,21,28,30,9,7,-,30,1974-1975
34,Slick Watts,SEA,9,282.0,100,43,93,0.462,-,-,-,14,26,0.538,10,23,33,64,27,4,-,30,1974-1975
35,Archie Clark,SEA,9,269.0,100,41,94,0.436,-,-,-,18,20,0.9,7,25,32,31,6,1,-,23,1974-1975
36,Paul Silas,BOS,11,405.0,100,42,92,0.457,-,-,-,16,25,0.64,46,84,130,40,12,2,-,45,1974-1975
37,Jimmy Walker,KCK,6,225.0,92,39,84,0.464,-,-,-,14,18,0.778,1,9,10,17,5,1,-,12,1974-1975
38,Jim McMillian,BUF,7,240.0,91,39,86,0.453,-,-,-,13,14,0.929,10,24,34,14,11,2,-,12,1974-1975
39,Leonard Gray,SEA,9,263.0,89,39,80,0.488,-,-,-,11,13,0.846,11,34,45,20,12,5,-,41,1974-1975
40,Ed Ratleff,HOU,8,291.0,89,36,87,0.414,-,-,-,17,20,0.85,24,29,53,35,14,1,-,31,1974-1975
41,Paul Westphal,BOS,11,183.0,88,38,81,0.469,-,-,-,12,18,0.667,5,8,13,32,6,2,-,21,1974-1975
42,George Johnson,GSW,17,321.0,88,36,63,0.571,-,-,-,16,27,0.593,54,72,126,15,9,40,-,50,1974-1975
43,Kevin Kunnert,HOU,8,244.0,87,35,81,0.432,-,-,-,17,26,0.654,11,49,60,12,4,13,-,37,1974-1975
44,Gar Heard,BUF,7,250.0,82,38,96,0.396,-,-,-,6,14,0.429,24,52,76,18,9,8,-,28,1974-1975
45,Jimmy Jones,WAS,11,206.0,68,29,64,0.453,-,-,-,10,11,0.909,5,17,22,21,16,1,-,21,1974-1975
46,Scott Wedman,KCK,6,230.0,66,27,68,0.397,-,-,-,12,18,0.667,10,25,35,16,6,3,-,17,1974-1975
47,Ollie Johnson,KCK,6,166.0,64,26,56,0.464,-,-,-,12,12,1.0,10,13,23,6,7,4,-,16,1974-1975
48,Larry McNeill,KCK,6,103.0,61,22,34,0.647,-,-,-,17,20,0.85,7,19,26,2,2,2,-,21,1974-1975
49,Sam Lacey,KCK,6,264.0,57,23,61,0.377,-,-,-,11,18,0.611,15,79,94,30,12,9,-,19,1974-1975
50,Ron Riley,HOU,8,152.0,56,25,42,0.595,-,-,-,6,16,0.375,12,24,36,15,9,2,-,18,1974-1975
51,Tal Skinner,SEA,9,211.0,56,21,45,0.467,-,-,-,14,19,0.737,11,27,38,12,9,2,-,26,1974-1975
52,Kenny Charles,BUF,7,208.0,52,22,55,0.4,-,-,-,8,11,0.727,3,10,13,18,6,5,-,27,1974-1975
53,Ron Behagen,KCK,6,108.0,47,22,43,0.512,-,-,-,3,3,1.0,4,25,29,6,1,2,-,28,1974-1975
54,Nate Thurmond,CHI,13,254.0,46,14,38,0.368,-,-,-,18,37,0.486,24,63,87,31,5,21,-,36,1974-1975
55,Gus Bailey,HOU,8,116.0,45,18,36,0.5,-,-,-,9,10,0.9,6,13,19,16,6,2,-,12,1974-1975
56,Steve Hawes,HOU,8,128.0,44,18,38,0.474,-,-,-,8,9,0.889,3,26,29,13,3,3,-,11,1974-1975
57,Bobby Wilson,CHI,10,93.0,44,17,41,0.415,-,-,-,10,12,0.833,2,9,11,4,4,0,-,10,1974-1975
58,Rowland Garrett,CHI,12,143.0,44,21,56,0.375,-,-,-,2,4,0.5,8,21,29,3,4,4,-,27,1974-1975
59,Jack Marin,BUF,7,108.0,37,12,27,0.444,-,-,-,13,15,0.867,5,12,17,8,7,1,-,12,1974-1975
60,Charles Dudley,GSW,13,112.0,36,10,24,0.417,-,-,-,16,28,0.571,5,12,17,17,5,2,-,23,1974-1975
61,Truck Robinson,WAS,17,130.0,35,14,42,0.333,-,-,-,7,14,0.5,11,29,40,6,6,10,-,21,1974-1975
62,Matt Guokas,CHI,13,202.0,31,12,35,0.343,-,-,-,7,8,0.875,4,10,14,11,7,1,-,20,1974-1975
63,Bob Weiss,BUF,7,113.0,30,11,23,0.478,-,-,-,8,12,0.667,2,5,7,17,4,1,-,15,1974-1975
64,Bill Bridges,GSW,14,148.0,22,10,23,0.435,-,-,-,2,7,0.286,13,36,49,7,9,4,-,23,1974-1975
1,Kareem Abdul-Jabbar,MIL,16,758.0,515,224,402,0.557,-,-,-,67,91,0.736,67,186,253,78,20,39,-,41,1973-1974
2,John Havlicek,BOS,18,811.0,487,199,411,0.484,-,-,-,89,101,0.881,28,88,116,108,24,6,-,43,1973-1974
3,Dave Cowens,BOS,18,772.0,369,161,370,0.435,-,-,-,47,59,0.797,60,180,240,66,21,17,-,85,1973-1974
4,Bob Dandridge,MIL,16,648.0,308,136,276,0.493,-,-,-,36,47,0.766,31,91,122,45,22,10,-,65,1973-1974
5,Jo Jo White,BOS,18,765.0,298,132,310,0.426,-,-,-,34,46,0.739,17,58,75,98,15,2,-,56,1973-1974
6,Walt Frazier,NYK,12,491.0,270,113,225,0.502,-,-,-,44,49,0.898,21,74,95,48,21,4,-,41,1973-1974
7,Bob Love,CHI,11,489.0,253,104,257,0.405,-,-,-,45,59,0.763,27,36,63,24,14,5,-,28,1973-1974
8,Chet Walker,CHI,11,403.0,230,81,159,0.509,-,-,-,68,79,0.861,26,35,61,18,10,1,-,26,1973-1974
9,Oscar Robertson,MIL,16,689.0,224,90,200,0.45,-,-,-,44,52,0.846,15,39,54,149,15,4,-,46,1973-1974
10,Earl Monroe,NYK,12,407.0,209,81,165,0.491,-,-,-,47,55,0.855,8,40,48,25,8,9,-,26,1973-1974
11,Don Nelson,BOS,18,467.0,205,82,164,0.5,-,-,-,41,53,0.774,25,72,97,35,8,3,-,54,1973-1974
12,Bob McAdoo,BUF,6,271.0,190,76,159,0.478,-,-,-,38,47,0.809,14,68,82,9,6,13,-,25,1973-1974
13,Bob Lanier,DET,7,303.0,184,77,152,0.507,-,-,-,30,38,0.789,26,81,107,21,4,14,-,28,1973-1974
14,Elvin Hayes,WAS,7,323.0,181,76,143,0.531,-,-,-,29,41,0.707,31,80,111,21,5,15,-,23,1973-1974
15,Don Chaney,BOS,18,545.0,171,65,141,0.461,-,-,-,41,50,0.82,37,40,77,40,24,9,-,64,1973-1974
16,Norm Van Lier,CHI,11,466.0,161,61,144,0.424,-,-,-,39,47,0.83,11,36,47,75,17,3,-,41,1973-1974
17,Phil Chenier,WAS,7,310.0,157,62,137,0.453,-,-,-,33,37,0.892,6,37,43,12,13,8,-,19,1973-1974
18,Bill Bradley,NYK,12,425.0,151,63,159,0.396,-,-,-,25,29,0.862,8,20,28,13,7,3,-,39,1973-1974
19,Paul Silas,BOS,18,574.0,144,50,126,0.397,-,-,-,44,53,0.83,53,138,191,47,13,9,-,51,1973-1974
20,Dave DeBusschere,NYK,12,404.0,144,63,166,0.38,-,-,-,18,29,0.621,25,74,99,38,7,4,-,36,1973-1974
21,Phil Jackson,NYK,12,297.0,135,54,116,0.466,-,-,-,27,30,0.9,15,42,57,15,10,5,-,40,1973-1974
22,Dave Bing,DET,7,312.0,132,55,131,0.42,-,-,-,22,30,0.733,6,20,26,42,3,1,-,20,1973-1974
23,Ron Williams,MIL,15,354.0,130,57,122,0.467,-,-,-,16,20,0.8,6,21,27,47,9,3,-,40,1973-1974
24,Jon McGlocklin,MIL,14,333.0,118,55,111,0.495,-,-,-,8,11,0.727,1,15,16,44,6,1,-,28,1973-1974
25,Clifford Ray,CHI,11,362.0,107,51,102,0.5,-,-,-,5,15,0.333,44,78,122,35,14,21,-,45,1973-1974
26,Cornell Warner,MIL,16,505.0,107,47,111,0.423,-,-,-,13,19,0.684,35,128,163,20,7,14,-,70,1973-1974
27,Paul Westphal,BOS,18,241.0,103,46,100,0.46,-,-,-,11,15,0.733,6,15,21,31,8,2,-,37,1973-1974
28,Gar Heard,BUF,6,240.0,101,42,92,0.457,-,-,-,17,24,0.708,22,66,88,15,9,12,-,20,1973-1974
29,Jerry Sloan,CHI,6,240.0,100,39,88,0.443,-,-,-,22,29,0.759,18,44,62,12,7,1,-,17,1973-1974
30,Curtis Perry,MIL,16,296.0,99,46,92,0.5,-,-,-,7,12,0.583,34,47,81,12,10,2,-,43,1973-1974
31,Gail Goodrich,LAL,5,189.0,98,35,90,0.389,-,-,-,28,33,0.848,7,9,16,30,7,1,-,7,1973-1974
32,Elmore Smith,LAL,5,171.0,96,42,88,0.477,-,-,-,12,17,0.706,19,34,53,6,7,8,-,20,1973-1974
33,John Gianelli,NYK,12,338.0,88,35,86,0.407,-,-,-,18,25,0.72,39,49,88,23,4,6,-,41,1973-1974
34,Jim McMillian,BUF,6,224.0,87,38,92,0.413,-,-,-,11,16,0.688,24,29,53,12,4,1,-,14,1973-1974
35,Mike Riordan,WAS,7,267.0,86,36,87,0.414,-,-,-,14,16,0.875,7,17,24,17,4,2,-,28,1973-1974
36,Mickey Davis,MIL,15,245.0,86,32,65,0.492,-,-,-,22,24,0.917,8,26,34,12,4,2,-,23,1973-1974
37,Randy Smith,BUF,6,227.0,85,36,90,0.4,-,-,-,13,20,0.65,5,21,26,27,10,1,-,21,1973-1974
38,Stu Lantz,DET,7,227.0,84,28,59,0.475,-,-,-,28,32,0.875,10,19,29,14,2,0,-,19,1973-1974
39,Ernie DiGregorio,BUF,6,240.0,82,37,86,0.43,-,-,-,8,9,0.889,3,13,16,52,1,0,-,14,1973-1974
40,Kevin Porter,WAS,7,195.0,75,33,85,0.388,-,-,-,9,14,0.643,10,7,17,32,8,0,-,30,1973-1974
41,Wes Unseld,WAS,7,297.0,71,31,63,0.492,-,-,-,9,15,0.6,22,63,85,27,4,1,-,15,1973-1974
42,Don Adams,DET,7,256.0,64,28,73,0.384,-,-,-,8,14,0.571,17,34,51,20,6,1,-,26,1973-1974
43,George Trapp,DET,7,119.0,62,30,51,0.588,-,-,-,2,2,1.0,4,18,22,2,0,5,-,23,1973-1974
44,Howard Porter,CHI,11,150.0,60,27,88,0.307,-,-,-,6,6,1.0,15,29,44,5,4,5,-,15,1973-1974
45,Jim Price,LAL,5,161.0,59,25,66,0.379,-,-,-,9,13,0.692,8,11,19,13,7,0,-,21,1973-1974
46,Curtis Rowe,DET,7,229.0,58,25,52,0.481,-,-,-,8,13,0.615,16,36,52,11,3,6,-,23,1973-1974
47,Connie Hawkins,LAL,5,172.0,54,21,60,0.35,-,-,-,12,15,0.8,14,26,40,16,7,1,-,13,1973-1974
48,Bob Weiss,CHI,11,251.0,52,23,74,0.311,-,-,-,6,6,1.0,5,15,20,32,7,1,-,20,1973-1974
49,Jack Marin,BUF,6,121.0,51,22,47,0.468,-,-,-,7,9,0.778,5,14,19,8,2,0,-,17,1973-1974
50,Archie Clark,WAS,7,162.0,51,20,59,0.339,-,-,-,11,20,0.55,3,10,13,15,5,0,-,13,1973-1974
51,Happy Hairston,LAL,5,172.0,46,15,36,0.417,-,-,-,16,18,0.889,15,37,52,19,5,1,-,8,1973-1974
52,Henry Bibby,NYK,10,89.0,42,16,45,0.356,-,-,-,10,12,0.833,5,5,10,11,3,0,-,15,1973-1974
53,Rick Adelman,CHI,9,108.0,39,16,34,0.471,-,-,-,7,11,0.636,1,9,10,7,7,0,-,5,1973-1974
54,Pat Riley,LAL,5,106.0,39,18,50,0.36,-,-,-,3,4,0.75,3,3,6,10,4,0,-,11,1973-1974
55,Willis Reed,NYK,11,132.0,37,17,45,0.378,-,-,-,3,5,0.6,4,18,22,4,2,0,-,26,1973-1974
56,Bill Bridges,LAL,5,144.0,30,12,41,0.293,-,-,-,6,13,0.462,14,16,30,6,7,0,-,19,1973-1974
57,Dennis Awtrey,CHI,10,158.0,30,12,28,0.429,-,-,-,6,10,0.6,11,29,40,13,6,2,-,21,1973-1974
58,Art Williams,BOS,12,96.0,27,10,27,0.37,-,-,-,7,8,0.875,4,19,23,29,7,0,-,14,1973-1974
59,Dean Meminger,NYK,12,179.0,23,11,32,0.344,-,-,-,1,5,0.2,9,15,24,25,4,0,-,19,1973-1974
60,Chris Ford,DET,5,94.0,20,8,17,0.471,-,-,-,4,6,0.667,4,11,15,7,2,2,-,10,1973-1974
61,Nick Weatherspoon,WAS,7,87.0,20,9,19,0.474,-,-,-,2,5,0.4,11,16,27,0,2,2,-,11,1973-1974
62,Matt Guokas,BUF,6,85.0,19,8,15,0.533,-,-,-,3,4,0.75,3,5,8,13,0,1,-,8,1973-1974
63,Jerry Lucas,NYK,11,115.0,10,5,21,0.238,-,-,-,0,0,0.0,6,16,22,9,4,0,-,9,1973-1974
1,Jerry West,LAL,17,638.0,401,151,336,0.449,-,-,-,99,127,0.78,-,-,76,132,-,-,-,49,1972-1973
2,Walt Frazier,NYK,17,765.0,373,150,292,0.514,-,-,-,73,94,0.777,-,-,124,106,-,-,-,52,1972-1973
3,Jim McMillian,LAL,17,630.0,341,143,307,0.466,-,-,-,55,75,0.733,-,-,82,37,-,-,-,41,1972-1973
4,Gail Goodrich,LAL,17,604.0,340,139,310,0.448,-,-,-,62,79,0.785,-,-,61,67,-,-,-,53,1972-1973
5,Jo Jo White,BOS,13,583.0,319,135,300,0.45,-,-,-,49,54,0.907,-,-,54,83,-,-,-,44,1972-1973
6,John Havlicek,BOS,12,479.0,285,112,235,0.477,-,-,-,61,74,0.824,-,-,62,65,-,-,-,24,1972-1973
7,Dave Cowens,BOS,13,598.0,285,129,273,0.473,-,-,-,27,41,0.659,-,-,216,48,-,-,-,54,1972-1973
8,Dave DeBusschere,NYK,17,632.0,265,117,265,0.442,-,-,-,31,40,0.775,-,-,179,58,-,-,-,57,1972-1973
9,Earl Monroe,NYK,16,504.0,258,111,211,0.526,-,-,-,36,48,0.75,-,-,51,51,-,-,-,39,1972-1973
10,Bill Bradley,NYK,17,587.0,238,99,221,0.448,-,-,-,40,50,0.8,-,-,57,45,-,-,-,59,1972-1973
11,Willis Reed,NYK,17,486.0,212,97,208,0.466,-,-,-,18,21,0.857,-,-,129,30,-,-,-,65,1972-1973
12,Rick Barry,GSW,11,292.0,180,65,164,0.396,-,-,-,50,55,0.909,-,-,54,24,-,-,-,41,1972-1973
13,Lou Hudson,ATL,6,255.0,178,76,166,0.458,-,-,-,26,29,0.897,-,-,47,17,-,-,-,16,1972-1973
14,Wilt Chamberlain,LAL,17,801.0,177,64,116,0.552,-,-,-,49,98,0.5,-,-,383,60,-,-,-,48,1972-1973
15,Bob Love,CHI,7,314.0,166,68,148,0.459,-,-,-,30,41,0.732,-,-,67,23,-,-,-,20,1972-1973
16,Jeff Mullins,GSW,11,409.0,165,72,168,0.429,-,-,-,21,29,0.724,-,-,46,43,-,-,-,32,1972-1973
17,Cazzie Russell,GSW,11,263.0,163,72,147,0.49,-,-,-,19,22,0.864,-,-,36,17,-,-,-,24,1972-1973
18,Nate Thurmond,GSW,11,460.0,160,64,161,0.398,-,-,-,32,40,0.8,-,-,145,40,-,-,-,30,1972-1973
19,Pete Maravich,ATL,6,234.0,157,65,155,0.419,-,-,-,27,34,0.794,-,-,29,40,-,-,-,24,1972-1973
20,Mel Counts,LAL,17,327.0,154,61,133,0.459,-,-,-,32,41,0.78,-,-,104,28,-,-,-,51,1972-1973
21,Bill Bridges,LAL,17,582.0,152,57,136,0.419,-,-,-,38,49,0.776,-,-,158,29,-,-,-,68,1972-1973
22,Phil Jackson,NYK,17,338.0,148,60,120,0.5,-,-,-,28,38,0.737,-,-,72,24,-,-,-,59,1972-1973
23,Keith Erickson,LAL,17,404.0,147,66,147,0.449,-,-,-,15,22,0.682,-,-,59,30,-,-,-,52,1972-1973
24,Jim Barnett,GSW,11,336.0,143,60,147,0.408,-,-,-,23,27,0.852,-,-,39,39,-,-,-,28,1972-1973
25,Don Nelson,BOS,13,303.0,143,47,101,0.465,-,-,-,49,56,0.875,-,-,38,15,-,-,-,29,1972-1973
26,Kareem Abdul-Jabbar,MIL,6,276.0,137,59,138,0.428,-,-,-,19,35,0.543,-,-,97,17,-,-,-,26,1972-1973
27,Elvin Hayes,WAS,5,228.0,129,53,105,0.505,-,-,-,23,33,0.697,-,-,57,5,-,-,-,16,1972-1973
28,Jerry Lucas,NYK,17,368.0,128,54,112,0.482,-,-,-,20,23,0.87,-,-,85,39,-,-,-,47,1972-1973
29,Oscar Robertson,MIL,6,256.0,127,48,96,0.5,-,-,-,31,34,0.912,-,-,28,45,-,-,-,21,1972-1973
30,Paul Silas,BOS,13,512.0,125,47,120,0.392,-,-,-,31,50,0.62,-,-,196,39,-,-,-,39,1972-1973
31,Clyde Lee,GSW,11,413.0,117,48,103,0.466,-,-,-,21,32,0.656,-,-,173,16,-,-,-,43,1972-1973
32,Chet Walker,CHI,7,229.0,117,42,121,0.347,-,-,-,33,37,0.892,-,-,62,14,-,-,-,15,1972-1973
33,Archie Clark,WAS,5,214.0,106,46,92,0.5,-,-,-,14,18,0.778,-,-,17,26,-,-,-,20,1972-1973
34,Jerry Sloan,CHI,7,292.0,104,45,103,0.437,-,-,-,14,19,0.737,-,-,59,14,-,-,-,31,1972-1973
35,Norm Van Lier,CHI,7,258.0,101,45,129,0.349,-,-,-,11,15,0.733,-,-,37,36,-,-,-,32,1972-1973
36,Lucius Allen,MIL,6,203.0,94,36,89,0.404,-,-,-,22,28,0.786,-,-,16,21,-,-,-,15,1972-1973
37,Don Chaney,BOS,12,288.0,90,39,82,0.476,-,-,-,12,17,0.706,-,-,40,25,-,-,-,41,1972-1973
38,Phil Chenier,WAS,5,211.0,89,43,85,0.506,-,-,-,3,4,0.75,-,-,21,17,-,-,-,13,1972-1973
39,Bob Weiss,CHI,7,175.0,84,34,79,0.43,-,-,-,16,21,0.762,-,-,16,15,-,-,-,20,1972-1973
40,Bob Dandridge,MIL,6,204.0,83,32,76,0.421,-,-,-,19,27,0.704,-,-,28,7,-,-,-,23,1972-1973
41,Walt Bellamy,ATL,6,247.0,82,34,86,0.395,-,-,-,14,31,0.452,-,-,73,13,-,-,-,17,1972-1973
42,Dean Meminger,NYK,17,323.0,81,31,56,0.554,-,-,-,19,34,0.559,-,-,37,37,-,-,-,29,1972-1973
43,Mike Riordan,WAS,5,231.0,75,28,62,0.452,-,-,-,19,24,0.792,-,-,18,15,-,-,-,16,1972-1973
44,Mahdi Abdul-Rahman,GSW,11,215.0,72,30,84,0.357,-,-,-,12,12,1.0,-,-,20,28,-,-,-,24,1972-1973
45,Herm Gilliam,ATL,6,197.0,71,33,81,0.407,-,-,-,5,5,1.0,-,-,32,31,-,-,-,19,1972-1973
46,Dennis Awtrey,CHI,7,268.0,63,26,48,0.542,-,-,-,11,22,0.5,-,-,77,31,-,-,-,26,1972-1973
47,Jon McGlocklin,MIL,6,145.0,61,27,53,0.509,-,-,-,7,8,0.875,-,-,7,13,-,-,-,11,1972-1973
48,Steve Bracey,ATL,6,123.0,59,24,47,0.511,-,-,-,11,16,0.688,-,-,13,20,-,-,-,13,1972-1973
49,Curtis Perry,MIL,6,238.0,53,25,52,0.481,-,-,-,3,6,0.5,-,-,69,13,-,-,-,23,1972-1973
50,Wes Unseld,WAS,5,201.0,49,20,48,0.417,-,-,-,9,19,0.474,-,-,76,17,-,-,-,12,1972-1973
51,Art Williams,BOS,10,156.0,48,21,47,0.447,-,-,-,6,8,0.75,-,-,27,41,-,-,-,31,1972-1973
52,Steve Kuberski,BOS,12,95.0,45,19,46,0.413,-,-,-,7,10,0.7,-,-,14,3,-,-,-,15,1972-1973
53,Jim Washington,ATL,6,226.0,43,19,48,0.396,-,-,-,5,17,0.294,-,-,60,14,-,-,-,19,1972-1973
54,Paul Westphal,BOS,11,109.0,43,19,39,0.487,-,-,-,5,7,0.714,-,-,7,9,-,-,-,24,1972-1973
55,George Trapp,ATL,6,99.0,25,11,32,0.344,-,-,-,3,5,0.6,-,-,21,3,-,-,-,21,1972-1973
56,Joe Ellis,GSW,10,100.0,24,12,38,0.316,-,-,-,0,0,0.0,-,-,18,7,-,-,-,18,1972-1973
1,Walt Frazier,NYK,16,704.0,388,148,276,0.536,-,-,-,92,125,0.736,-,-,112,98,-,-,-,48,1971-1972
2,Gail Goodrich,LAL,15,575.0,357,130,292,0.445,-,-,-,97,108,0.898,-,-,38,50,-,-,-,50,1971-1972
3,Jerry West,LAL,15,608.0,344,128,340,0.376,-,-,-,88,106,0.83,-,-,73,134,-,-,-,39,1971-1972
4,Kareem Abdul-Jabbar,MIL,11,510.0,316,139,318,0.437,-,-,-,38,54,0.704,-,-,200,56,-,-,-,35,1971-1972
5,John Havlicek,BOS,11,517.0,301,108,235,0.46,-,-,-,85,99,0.859,-,-,92,70,-,-,-,35,1971-1972
6,Jerry Lucas,NYK,16,737.0,297,119,238,0.5,-,-,-,59,71,0.831,-,-,173,85,-,-,-,49,1971-1972
7,Jim McMillian,LAL,15,624.0,286,113,253,0.447,-,-,-,60,70,0.857,-,-,85,22,-,-,-,43,1971-1972
8,Dave DeBusschere,NYK,16,616.0,266,109,242,0.45,-,-,-,48,64,0.75,-,-,193,37,-,-,-,51,1971-1972
9,Bill Bradley,NYK,16,594.0,259,106,227,0.467,-,-,-,47,56,0.839,-,-,47,54,-,-,-,66,1971-1972
10,Jo Jo White,BOS,11,432.0,258,109,220,0.495,-,-,-,40,48,0.833,-,-,59,58,-,-,-,31,1971-1972
11,Bob Dandridge,MIL,11,441.0,237,100,202,0.495,-,-,-,37,50,0.74,-,-,97,21,-,-,-,47,1971-1972
12,Wilt Chamberlain,LAL,15,703.0,220,80,142,0.563,-,-,-,60,122,0.492,-,-,315,49,-,-,-,47,1971-1972
13,Happy Hairston,LAL,15,577.0,202,74,168,0.44,-,-,-,54,68,0.794,-,-,197,31,-,-,-,44,1971-1972
14,Lucius Allen,MIL,11,386.0,197,78,166,0.47,-,-,-,41,54,0.759,-,-,38,42,-,-,-,30,1971-1972
15,Earl Monroe,NYK,16,429.0,197,76,185,0.411,-,-,-,45,57,0.789,-,-,45,47,-,-,-,41,1971-1972
16,Dave Cowens,BOS,11,441.0,170,71,156,0.455,-,-,-,28,47,0.596,-,-,152,33,-,-,-,50,1971-1972
17,Pete Maravich,ATL,6,219.0,166,54,121,0.446,-,-,-,58,71,0.817,-,-,32,28,-,-,-,24,1971-1972
18,Archie Clark,WAS,6,271.0,160,55,126,0.437,-,-,-,50,59,0.847,-,-,24,47,-,-,-,15,1971-1972
19,Phil Jackson,NYK,16,320.0,156,57,120,0.475,-,-,-,42,57,0.737,-,-,82,15,-,-,-,51,1971-1972
20,Lou Hudson,ATL,6,266.0,150,63,139,0.453,-,-,-,24,29,0.828,-,-,33,21,-,-,-,13,1971-1972
21,Don Nelson,BOS,11,308.0,145,52,99,0.525,-,-,-,41,48,0.854,-,-,61,21,-,-,-,30,1971-1972
22,Oscar Robertson,MIL,11,380.0,144,57,140,0.407,-,-,-,30,36,0.833,-,-,64,83,-,-,-,29,1971-1972
23,Steve Kuberski,BOS,11,218.0,128,48,87,0.552,-,-,-,32,38,0.842,-,-,63,3,-,-,-,23,1971-1972
24,Nate Thurmond,GSW,5,230.0,127,53,122,0.434,-,-,-,21,28,0.75,-,-,89,26,-,-,-,12,1971-1972
25,Walt Bellamy,ATL,6,247.0,111,42,86,0.488,-,-,-,27,43,0.628,-,-,82,11,-,-,-,20,1971-1972
26,Jim Barnett,GSW,5,197.0,108,39,91,0.429,-,-,-,30,41,0.732,-,-,20,26,-,-,-,20,1971-1972
27,Curtis Perry,MIL,11,397.0,104,43,91,0.473,-,-,-,18,23,0.783,-,-,141,14,-,-,-,45,1971-1972
28,Jack Marin,WAS,6,229.0,103,31,78,0.397,-,-,-,41,47,0.872,-,-,36,12,-,-,-,22,1971-1972
29,Don Chaney,BOS,11,271.0,97,41,81,0.506,-,-,-,15,20,0.75,-,-,39,22,-,-,-,39,1971-1972
30,Wali Jones,MIL,9,200.0,90,36,82,0.439,-,-,-,18,21,0.857,-,-,18,20,-,-,-,27,1971-1972
31,Mike Riordan,WAS,6,161.0,83,33,57,0.579,-,-,-,17,21,0.81,-,-,15,11,-,-,-,18,1971-1972
32,Pat Riley,LAL,15,244.0,78,33,99,0.333,-,-,-,12,16,0.75,-,-,29,14,-,-,-,37,1971-1972
33,Bob Love,CHI,4,173.0,75,32,89,0.36,-,-,-,11,13,0.846,-,-,27,7,-,-,-,17,1971-1972
34,Wes Unseld,WAS,6,266.0,74,32,65,0.492,-,-,-,10,19,0.526,-,-,75,25,-,-,-,22,1971-1972
35,Jeff Mullins,GSW,5,203.0,74,31,72,0.431,-,-,-,12,13,0.923,-,-,24,29,-,-,-,11,1971-1972
36,Cazzie Russell,GSW,5,161.0,71,31,63,0.492,-,-,-,9,12,0.75,-,-,22,9,-,-,-,13,1971-1972
37,Herm Gilliam,ATL,6,173.0,66,28,71,0.394,-,-,-,10,11,0.909,-,-,30,33,-,-,-,15,1971-1972
38,Art Williams,BOS,11,173.0,65,25,64,0.391,-,-,-,15,20,0.75,-,-,28,33,-,-,-,30,1971-1972
39,Jim Washington,ATL,6,209.0,65,28,58,0.483,-,-,-,9,16,0.563,-,-,48,10,-,-,-,20,1971-1972
40,Dean Meminger,NYK,16,277.0,65,24,57,0.421,-,-,-,17,27,0.63,-,-,43,20,-,-,-,37,1971-1972
41,Jerry Sloan,CHI,4,170.0,63,26,64,0.406,-,-,-,11,19,0.579,-,-,35,10,-,-,-,18,1971-1972
